run,biosample,archive_sample_name,dependence_cluster,condition_id,visible_observation,replicate,mapping_status,mapping_basis
SRR24881131,SAMN35682597,S1-1,CPERPETUA,CP_S1,young_bud,1,resolved,"ENA archive sample_alias explicitly S1-1; audit run 32826721885"
SRR24881130,SAMN35682598,S1-2,CPERPETUA,CP_S1,young_bud,2,resolved,"ENA archive sample_alias explicitly S1-2; audit run 32826721885"
SRR24881124,SAMN35682599,S1-3,CPERPETUA,CP_S1,young_bud,3,resolved,"ENA archive sample_alias explicitly S1-3; audit run 32826721885"
SRR24881123,SAMN35682600,S2-1,CPERPETUA,CP_S2,early_bud,1,resolved,"ENA archive sample_alias explicitly S2-1; audit run 32826721885"
SRR24881122,SAMN35682601,S2-2,CPERPETUA,CP_S2,early_bud,2,resolved,"ENA archive sample_alias explicitly S2-2; audit run 32826721885"
SRR24881121,SAMN35682602,S2-3,CPERPETUA,CP_S2,early_bud,3,resolved,"ENA archive sample_alias explicitly S2-3; audit run 32826721885"
SRR24881120,SAMN35682603,S3-1,CPERPETUA,CP_S3,yellowing,1,resolved,"ENA archive sample_alias explicitly S3-1; audit run 32826721885"
SRR24881119,SAMN35682604,S3-2,CPERPETUA,CP_S3,yellowing,2,resolved,"ENA archive sample_alias explicitly S3-2; audit run 32826721885"
SRR24881118,SAMN35682605,S3-3,CPERPETUA,CP_S3,yellowing,3,resolved,"ENA archive sample_alias explicitly S3-3; audit run 32826721885"
SRR24881117,SAMN35682606,S4-1,CPERPETUA,CP_S4,expansion,1,resolved,"ENA archive sample_alias explicitly S4-1; audit run 32826721885"
SRR24881129,SAMN35682607,S4-2,CPERPETUA,CP_S4,expansion,2,resolved,"ENA archive sample_alias explicitly S4-2; audit run 32826721885"
SRR24881128,SAMN35682608,S4-3,CPERPETUA,CP_S4,expansion,3,resolved,"ENA archive sample_alias explicitly S4-3; audit run 32826721885"
SRR24881127,SAMN35682609,S5-1,CPERPETUA,CP_S5,blooming,1,resolved,"ENA archive sample_alias explicitly S5-1; audit run 32826721885"
SRR24881126,SAMN35682610,S5-2,CPERPETUA,CP_S5,blooming,2,resolved,"ENA archive sample_alias explicitly S5-2; audit run 32826721885"
SRR24881125,SAMN35682611,S5-3,CPERPETUA,CP_S5,blooming,3,resolved,"ENA archive sample_alias explicitly S5-3; audit run 32826721885"
