run,biosample,paper_taxon,voucher_or_sample_id,sra_scientific_name,sra_sample_name,biosample_isolate,geo_loc_name,collection_date,biosample_dev_stage,tissue,sra_library_name,sra_model,spots,bases,avg_length,run_hash,read_hash,taxon_mapping_evidence,admission_status
SRR35152716,SAMN50798023,Cirsium japonicum var. australe,3571,Cirsium japonicum var. japonicum,Cirsium japonicum var. australe-3571,3571,"Taiwan: Taipei City, Yangmingshan",2021-12-14,growth,young leaves,10,Illumina MiniSeq,34256999,10345613698,302,DE2F8795FEC85ABDE8E0DFE7EF3D3170,E8CC1C3BD31B6203B35B57AF6C5E80B5,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152717,SAMN50798022,Cirsium japonicum var. takaoense,3560,Cirsium japonicum var. japonicum,Cirsium japonicum var. takaoense-3560,3560,"Taiwan: Pingtung County, Wutai",2021-12-14,growth,young leaves,9,Illumina MiniSeq,20482443,5548756171,270,8C5F08DDC7BFED1F857358681F66FFC8,B4933BB0D3E052CC8694DB21BC2A657D,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152718,SAMN50798021,Cirsium japonicum var. takaoense,3559,Cirsium japonicum var. japonicum,Cirsium japonicum var. takaoense-3559,3559,"Taiwan: Chiayi County, Fenchihu",2021-12-14,growth,young leaves,8,Illumina MiniSeq,23388705,6453002436,275,FF938C35CE21F655FD51699CE852810D,69ED23ACBEFCA894C50E7FADD724C2B5,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152719,SAMN50798020,Cirsium japonicum var. fukienense,3541,Cirsium japonicum var. japonicum,Cirsium japonicum var. fukienense-3541,3541,"Taiwan: Lienchiang County, Xiju",2021-12-14,growth,young leaves,7,Illumina MiniSeq,18586038,5220911869,280,66BC35B69BD689E5760ACA9F38DF7986,4930040FE56398A6699F0F2151F726D3,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152720,SAMN50798019,Cirsium japonicum var. albescens,3515,Cirsium sp. B6738-1,Cirsium japonicum var. albescens-3515,3515,"Taiwan: Pingtung County, Kengzihnei",2021-12-14,growth,young leaves,6,Illumina MiniSeq,17201830,4794602097,278,169C508430740E5F114DE7E0C01F1C18,4AF41B26B5EAF8150A5257E4EE44F876,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152721,SAMN50798018,Cirsium morii,3360,Cirsium morii,Cirsium morii-3360,3360,"Taiwan: Hualien County, Tianchang",2021-12-14,growth,young leaves,5,Illumina MiniSeq,27418843,8280490586,302,19DA62B75F00148196826965C42AF93C,890027B61B5FA02435C92894E793C50E,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152722,SAMN50798017,Cirsium japonicum var. fukienense,3344,Cirsium japonicum var. japonicum,Cirsium japonicum var. fukienense-3344,3344,"Taiwan: Penghu County, Houliao",2021-12-14,growth,young leaves,4,Illumina MiniSeq,25090257,7171689910,285,6BCE0696693330581618193AAAFD901E,1E021BC2CC9213A04FEBF3A4D302C145,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152723,SAMN50798038,Cirsium morii,4365,Cirsium morii,Cirsium morii-4365,4365,"Taiwan: Hualien County, Heping",2021-12-14,growth,young leaves,25,Illumina MiniSeq,35561973,10739715846,302,25C3D9537BCD987A993A7573D5C26108,A3ECF831C5FC2DD5AA41E20786CFADA5,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152724,SAMN50798037,Cirsium irumtiense,4296,Cirsium brevicaule,Cirsium irumtiense-4296,4296,"Japan: Okinawa Prefecture, Yonaguni",2021-12-14,growth,young leaves,24,Illumina MiniSeq,24943091,7532813482,302,5397B55B8B7344BB861FC4029B24A0D1,0D7A532FE2F5622B25FEC98E17156235,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152725,SAMN50798036,Cirsium brevicaule,4295,Cirsium brevicaule,Cirsium brevicaule-4295,4295,"Japan: Okinawa Prefecture, Kunigami",2021-12-14,growth,young leaves,23,Illumina MiniSeq,25078863,7573816626,302,4FC8A3CD788C08F623D673AA4E38C426,82EC2E7C711F38FEE14D85A621247841,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152726,SAMN50798035,Cirsium japonicum var. japonicum,4220,Cirsium japonicum var. japonicum,Cirsium japonicum var. japonicum-4220,4220,"Japan: Kumamoto Prefecture, Aso",2021-12-14,growth,young leaves,22,Illumina MiniSeq,23763363,7176535626,302,D38F59BD88FA5C2CD26D823935B81D6D,A1940769B2D8FE23D4D378FE001D2919,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152727,SAMN50798034,Cirsium japonicum var. japonicum,4204,Cirsium japonicum var. japonicum,Cirsium japonicum var. japonicum-4204,4204,"Japan: Fukuoka Prefecture, Fukuoka Experimental Forest",2021-12-14,growth,young leaves,21,Illumina MiniSeq,20651000,6236602000,302,E30AF472E39D7FE4275D2D3DAF8264E9,653276E9FCBC30A0EFE5653D3670DBFB,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152728,SAMN50798016,Cirsium japonicum var. albescens,3173,Cirsium sp. B6738-1,Cirsium japonicum var. albescens-3173,3173,"Taiwan: Pingtung County, Bitou",2021-12-14,growth,young leaves,3,Illumina MiniSeq,21983186,6638922172,302,C86B3EC614191314223A5BB3869CA149,B80CED0D911F0515F50672AD8DA7A055,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152729,SAMN50798033,Cirsium brevicaule,4166,Cirsium brevicaule,Cirsium brevicaule-4166,4166,"Japan: Kagoshima Prefecture, Yoron",2021-12-14,growth,young leaves,20,Illumina MiniSeq,19992691,6037792682,302,2416C2358C0672171A1F0C50721B31D3,6F56B02459F11606E460ED567F36F4A9,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152730,SAMN50798032,Cirsium brevicaule,4163,Cirsium brevicaule,Cirsium brevicaule-4163,4163,"Japan: Kagoshima Prefecture, Amami",2021-12-14,growth,young leaves,19,Illumina MiniSeq,21610805,6526463110,302,15D463F8D6418BF9D7ED5BC0A3C8D06D,95380EC1915593D11831F0092B2815C9,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152731,SAMN50798031,Cirsium irumtiense,4111,Cirsium brevicaule,Cirsium irumtiense-4111,4111,"Japan: Okinawa Prefecture, Ishigaki",2021-12-14,growth,young leaves,18,Illumina MiniSeq,26163616,7313783082,279,70E663C3CEC36C91F4E9423B27B2C62E,C8CFCD63C861A2872073CA01D2844C7D,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152732,SAMN50798030,Cirsium irumtiense,4078,Cirsium brevicaule,Cirsium irumtiense-4078,4078,"Japan: Okinawa Prefecture, Miyakojima",2021-12-14,growth,young leaves,17,Illumina MiniSeq,28063753,7892429636,281,D47279C9C61CCFC06A039DA6C9557A06,C99C2A39A3691C3226490B5B5A877BF0,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152733,SAMN50798029,Cirsium japonicum var. fukienense,3904,Cirsium japonicum var. japonicum,Cirsium japonicum var. fukienense-3904,3904,"Taiwan: Kinmen County, Jinhu",2021-12-14,growth,young leaves,16,Illumina MiniSeq,23354613,7053093126,302,76972DB109F05E0C498AA83A04734BEE,4C8602F1C3514064E58B9180F5B6F2FF,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152734,SAMN50798028,Cirsium japonicum var. takaoense,3839,Cirsium japonicum var. japonicum,Cirsium japonicum var. takaoense-3839,3839,"Taiwan: Taitung County, Ludao",2021-12-14,growth,young leaves,15,Illumina MiniSeq,20832156,6291311112,302,3E6F72D73D4D144710EFFA830CF07BAB,F0C6830D88C9744CE0FB92C42C6D3B84,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152735,SAMN50798027,Cirsium japonicum var. takaoense,3835,Cirsium japonicum var. japonicum,Cirsium japonicum var. takaoense-3835,3835,"Taiwan: Taitung County, Nanheng",2021-12-14,growth,young leaves,14,Illumina MiniSeq,16254562,4908877724,302,85DD72246788ECB652254568FFAAFAA6,3F9FEA898C356D5AA2C736CE4578DB72,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
SRR35152736,SAMN50798026,Cirsium japonicum var. takaoense,3807,Cirsium japonicum var. japonicum,Cirsium japonicum var. takaoense-3807,3807,"Taiwan: Kaohsiung City, Tengji",2021-12-14,growth,young leaves,13,Illumina MiniSeq,25483935,7696148370,302,9F9D4CC84DFE53645945B3204E65454B,2838FDD91BEA434DC2A27993D02B4A8C,"SRA SampleName + BioSample isolate; Supplementary Table S1 final verification pending",admit_for_leaf_coding_screen
