gbif_key,taxon,colour_state,latitude,longitude,bio6,flag_class,sensitivity_stage,admission_action,evidence_basis,reason
2250665245,Camellia chekiangoleosa,A,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250664139,Camellia costei,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250310794,Camellia crapnelliana,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250665232,Camellia crassicolumna,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250659650,Camellia drupifera,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
1055569078,Camellia edithae,A,36.519977,103.891767,-12.149999999999975,documented_area_polygon_georeference,A_documented_nonlocal,exclude_from_boundary_sensitivity,Natural History Museum Data Portal; georeference protocol Area polygon calculation M. Penn,NHMUK records at this exact coordinate use area-polygon georeferencing; not suitable as species range edge.
2250665470,Camellia edithae,A,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250659422,Camellia euphlebia,Y,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250665132,Camellia fluviatilis,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250665748,Camellia furfuracea,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
1055893896,Camellia grijsii,W,36.519977,103.891767,-12.149999999999975,documented_area_polygon_georeference,A_documented_nonlocal,exclude_from_boundary_sensitivity,Natural History Museum Data Portal; georeference protocol Area polygon calculation M. Penn,NHMUK records at this exact coordinate use area-polygon georeferencing; not suitable as species range edge.
2250661556,Camellia grijsii,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
1057135220,Camellia hongkongensis,A,36.519977,103.891767,-12.149999999999975,documented_area_polygon_georeference,A_documented_nonlocal,exclude_from_boundary_sensitivity,Natural History Museum Data Portal; georeference protocol Area polygon calculation M. Penn,NHMUK records at this exact coordinate use area-polygon georeferencing; not suitable as species range edge.
1055620063,Camellia japonica,A,36.519977,103.891767,-12.149999999999975,documented_area_polygon_georeference,A_documented_nonlocal,exclude_from_boundary_sensitivity,Natural History Museum Data Portal; georeference protocol Area polygon calculation M. Penn,NHMUK records at this exact coordinate use area-polygon georeferencing; not suitable as species range edge.
2250667294,Camellia kissii,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250667495,Camellia kwangsiensis,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250661355,Camellia lawii,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250664527,Camellia mairei,A,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250661565,Camellia polyodonta,A,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250664098,Camellia reticulata,A,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250665548,Camellia rhytidocarpa,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
4044189601,Camellia rhytidocarpa,W,42.9,125.14,-20.649999999999977,internal_admin_coordinate_conflict,A_documented_nonlocal,exclude_from_boundary_sensitivity,GBIF occurrence metadata + current Sect. Tuberculata/native-range evidence,GBIF stateProvince is Guizhou while coordinate 42.9N 125.14E is far outside the accepted section/native range.
2250661613,Camellia salicifolia,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250661499,Camellia saluenensis,A,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250661649,Camellia semiserrata,A,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250665651,Camellia subintegra,A,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250665386,Camellia szechuanensis,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250661447,Camellia tachangensis,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250661516,Camellia taliensis,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250661505,Camellia tsaii,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
2250664859,Camellia tuberculata,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
4043637661,Camellia tuberculata,W,42.9,125.14,-20.649999999999977,internal_admin_coordinate_conflict,A_documented_nonlocal,exclude_from_boundary_sensitivity,GBIF occurrence metadata + current Sect. Tuberculata/native-range evidence,GBIF stateProvince is Guizhou while coordinate 42.9N 125.14E is far outside the accepted section/native range.
2250661443,Camellia yunnanensis,W,38.073254,104.69114,-12.949999999999989,documented_country_centroid,A_documented_nonlocal,exclude_from_boundary_sensitivity,BOLD Data Portal exact-coordinate records; GenBank-mined material samples,BOLD marks this exact coordinate as Coordinates from country centroid; not a collection locality.
3042965870,Camellia kissii,W,35.86,104.2,-10.849999999999966,generic_china_center_proxy,B_add_generic_center_proxy,exclude_from_boundary_sensitivity,GBIF record metadata + cross-taxon coordinate reuse + geographic-centre sensitivity,Five exact taxa share 35.86N 104.20E as HUMAN_OBSERVATION from one institution with no locality; coordinate approximates a commonly used China centre and is unsuitable as a biological range edge.
3042965822,Camellia reticulata,A,35.86,104.2,-10.849999999999966,generic_china_center_proxy,B_add_generic_center_proxy,exclude_from_boundary_sensitivity,GBIF record metadata + cross-taxon coordinate reuse + geographic-centre sensitivity,Five exact taxa share 35.86N 104.20E as HUMAN_OBSERVATION from one institution with no locality; coordinate approximates a commonly used China centre and is unsuitable as a biological range edge.
3042965819,Camellia saluenensis,A,35.86,104.2,-10.849999999999966,generic_china_center_proxy,B_add_generic_center_proxy,exclude_from_boundary_sensitivity,GBIF record metadata + cross-taxon coordinate reuse + geographic-centre sensitivity,Five exact taxa share 35.86N 104.20E as HUMAN_OBSERVATION from one institution with no locality; coordinate approximates a commonly used China centre and is unsuitable as a biological range edge.
3042965826,Camellia tsaii,W,35.86,104.2,-10.849999999999966,generic_china_center_proxy,B_add_generic_center_proxy,exclude_from_boundary_sensitivity,GBIF record metadata + cross-taxon coordinate reuse + geographic-centre sensitivity,Five exact taxa share 35.86N 104.20E as HUMAN_OBSERVATION from one institution with no locality; coordinate approximates a commonly used China centre and is unsuitable as a biological range edge.
